Name,Phone,Address,Phone2,URL,Email,"Price Level",Class,Price,"Best Price","Average Price",Amenities
"Sallamai Resort","+66 84 441 2149","206/34 Moo 4, Lamai Beach, Maret, Ko Samui 84310 Thailand","+66 84 441 2149",http://www.sallamai-resort.com/,booking@sallamai-resort.com,$,2.5,"$38 - $71",,,"Bar / Lounge,Free Breakfast,Free High Speed Internet ( Wi-Fi ),Free Parking,Swimming Pool"
"Poppies Samui","+66 77 422 419","PO Box 1, Chaweng, Bophut, Ko Samui 84320 Thailand","+66 77 422 419",http://www.poppiessamui.com,info@poppiessamui.com,$$$,4.0,"$173 - $341",,,"Bar / Lounge,Beach,Free High Speed Internet ( Wi-Fi ),Free Parking,Children Activities ( Kid / Family Friendly ),Restaurant,Room Service,Shuttle Bus service,Spa,Swimming Pool"
"Samui Best View Resort","+66 77 410 679","64/12-15 Moo 6 Koh Samui, Bophut, Ko Samui Thailand","+66 77 410 679",http://www.samuibestview.net,reception@samuibestview.net,$,0.0,"$62 - $126",,,"Bar / Lounge,Free Breakfast,Free High Speed Internet ( Wi-Fi ),Free Parking,Restaurant,Room Service,Shuttle Bus service,Swimming Pool,Airport Transportation"
"Vana Belle, A Luxury Collection Resort, Koh Samui","+66 77 915 555","9/99 Moo 3, Chaweng Noi Beach, Chaweng, Bophut, Ko Samui 84320 Thailand","+66 77 915 555",http://www.vanabellekohsamui.com/?EM=TRIPBUS_AP_Vana_Belle_Koh_Samui_3024,luxurycollection.vanabelle@luxurycollection.com,$$$$,5.0,"$441 - $1,010",,,"Bar / Lounge,Beach,Fitness Center with Gym / Workout Room,Free High Speed Internet ( Wi-Fi ),Free Parking,Restaurant,Room Service,Spa,Suites,Swimming Pool"
"Chaulty Towers","+66 89 727 9768","149 / 31 Moo 4, Lamai Beach, Maret, Ko Samui 84310 Thailand","+66 89 727 9768",http://www.chaulty-towers.com,chaultytowers@hotmail.com,$,2.0,"$24 - $55",,,"Bar / Lounge,Free Parking,Children Activities ( Kid / Family Friendly ),Restaurant,Shuttle Bus service,Swimming Pool"
"Belmond Napasai","800 237 1236","65 / 10 Baan Tai Maenam Beach, Mae Nam, Ko Samui 84330 Thailand","800 237 1236",http://www.napasai.com/web/psam/napasai.jsp?c=websites&p=tripadvisor_business&cr=nap_us,N/A,$$$$,5.0,"$228 - $689",,,"Bar / Lounge,Beach,Business Center with Internet Access,Fitness Center with Gym / Workout Room,Free Breakfast,Free High Speed Internet ( Wi-Fi ),Free Parking,Restaurant,Room Service,Spa,Suites,Swimming Pool"
"Tango Luxe Beach Villa",,"79/100 Moo 5 T. Bopud a. Koh Samui Plai Laem Beach, Bophut, Ko Samui 84320 Thailand",N/A,N/A,N/A,$$$,4.0,"$137 - $389",,,"Bar / Lounge,Free Breakfast,Free High Speed Internet ( Wi-Fi ),Free Parking,Restaurant,Room Service,Shuttle Bus service,Spa,Suites,Swimming Pool"
"Pandora Hotel","+66 77 413 801","119 / 34 moo 2, North Chaweng Beach Road Bophut, Chaweng, Bophut, Ko Samui 84320 Thailand","+66 77 413 801",http://www.pandorasamui.com/,info@pandorasamui.com,$,3.0,"$79 - $99",,,"Bar / Lounge,Beverage Selection,Free Breakfast,Free High Speed Internet ( Wi-Fi ),Free Parking,Room Service,Spa,Suites,Swimming Pool,Airport Transportation"
"Akaryn Resort & Spa","+66 2 514 8112","63/182 Moo 5, Hanuman Bay, Bophut, Ko Samui 84320 Thailand","+66 2 514 8112",http://www.akaryn.com,rsvn@akaryn.com,$$$,5.0,"$183 - $453",,,"Bar / Lounge,Beach,Fitness Center with Gym / Workout Room,Free Breakfast,Free High Speed Internet ( Wi-Fi ),Free Parking,Children Activities ( Kid / Family Friendly ),Restaurant,Room Service,Shuttle Bus service,Spa,Suites,Swimming Pool,Wheelchair access"
"Mantra Samui Resort","+66 77 951 600","9/124 Moo1,, Bophut, Ko Samui 84330 Thailand","+66 77 951 600",http://www.mantrasamui.com,wow@mantrasamui.com,$$,5.0,"$33 - $1,099",,,"Bar / Lounge,Fitness Center with Gym / Workout Room,Free Breakfast,Free High Speed Internet ( Wi-Fi ),Free Parking,Children Activities ( Kid / Family Friendly ),Kitchenette,Pets Allowed ( Dog / Pet Friendly ),Restaurant,Room Service,Shuttle Bus service,Spa,Suites,Swimming Pool"
"ShaSa Resort & Residences, Koh Samui",,"116/1 Moo 2, Tambon Maret Laem Set, Ko Samui 84310 Thailand",N/A,N/A,N/A,$$$,5.0,"$164 - $458",,,"Bar / Lounge,Beach,Business Center with Internet Access,Fitness Center with Gym / Workout Room,Free Breakfast,Free High Speed Internet ( Wi-Fi ),Free Parking,Children Activities ( Kid / Family Friendly ),Kitchenette,Restaurant,Room Service,Shuttle Bus service,Spa,Suites,Swimming Pool"
"Samui Reef View Resort",,"404/23 M.1, Maret, Ko Samui 84310 Thailand",N/A,N/A,N/A,$,3.0,"$26 - $249",,,"Bar / Lounge,Free High Speed Internet ( Wi-Fi ),Free Parking,Restaurant,Shuttle Bus service,Swimming Pool,Airport Transportation"
"The Waterfront",,"71/2 Moo1, Bophut, Ko Samui 84320 Thailand",N/A,N/A,N/A,$,3.5,"$70 - $107",,,"Beach,Free Breakfast,Free High Speed Internet ( Wi-Fi ),Free Parking,Restaurant,Swimming Pool,Airport Transportation"
"W Retreat Koh Samui","+66 77 915 999","4/1 Moo 1 Tambol Maenam Surat Thani, Mae Nam, Ko Samui 84330 Thailand","+66 77 915 999",http://www.wretreatkohsamui.com?EM=TRIPBUS_BL_3058_AP,N/A,$$$$,5.0,"$595 - $1,345",,,"Bar / Lounge,Beach,Business Center with Internet Access,Fitness Center with Gym / Workout Room,Free High Speed Internet ( Wi-Fi ),Free Parking,Pets Allowed ( Dog / Pet Friendly ),Restaurant,Room Service,Shuttle Bus service,Spa,Suites,Swimming Pool,Wheelchair access,Airport Transportation"
"Anantara Lawana Resort and Spa",,"92 / 1 Moo 2, North Chaweng Beach, Chaweng, Bophut, Ko Samui 84320 Thailand",N/A,http://lawana-chaweng.anantara.com/?utm_source=ADVERTISINGS&utm_medium=SponsoredListing&utm_term=Lawana&utm_content=Home&utm_campaign=Tripadvisor1Y,lawanasamui@anantara.com,$$$$,5.0,"$180 - $597",,,"Bar / Lounge,Beach,Business Center with Internet Access,Fitness Center with Gym / Workout Room,Free High Speed Internet ( Wi-Fi ),Free Parking,Restaurant,Room Service,Spa,Suites,Swimming Pool,Airport Transportation"
"Paradise Beach Resort",,"18 / 8 Maenam Beach, Mae Nam, Ko Samui 84330 Thailand",N/A,N/A,N/A,$$,4.0,"$59 - $225",,,"Bar / Lounge,Beach,Business Center with Internet Access,Free Breakfast,Free High Speed Internet ( Wi-Fi ),Free Parking,Restaurant,Room Service,Shuttle Bus service,Spa,Suites,Swimming Pool"
"Hacienda Beach Resort","+66 77 427 036","82/2 Moo 1, Mae Nam, Ko Samui 84330 Thailand","+66 77 427 036",http://samui-haciendabeach.com/,contact@samui-haciendabeach.com,$,3.0,"$44 - $90",,,"Bar / Lounge,Beach,Free High Speed Internet ( Wi-Fi ),Free Parking,Pets Allowed ( Dog / Pet Friendly ),Restaurant,Room Service,Shuttle Bus service,Suites"
"Amari Palm Reef Koh Samui",,"14/3 Moo 2 Tambon Boput, Chaweng, Bophut, Ko Samui 84320 Thailand",N/A,http://www.amari.com/palmreef/?utm_source=tripadvisor&utm_medium=bl&utm_content=website&utm_campaign=APS,reservations.palmreef@amari.com,$$,4.5,"$130 - $294",,,"Bar / Lounge,Beach,Fitness Center with Gym / Workout Room,Free High Speed Internet ( Wi-Fi ),Free Parking,Restaurant,Room Service,Spa,Suites,Swimming Pool"
"Melati Beach Resort & Spa","+66 2 944 5414","9 / 99 Moo 5, Bophut, Ko Samui 84320 Thailand","+66 2 944 5414",http://www.melatiresort.com/,bkkrsvn@melatiresort.com,$$$,5.0,"$139 - $856",,,"Bar / Lounge,Beach,Business Center with Internet Access,Fitness Center with Gym / Workout Room,Free High Speed Internet ( Wi-Fi ),Free Parking,Children Activities ( Kid / Family Friendly ),Restaurant,Room Service,Shuttle Bus service,Spa,Suites,Swimming Pool"
"Beach Republic The Residences","+66 2 656 7116","176/34 Moo 4, Tambon Maret, Lamai Beach, Maret, Ko Samui 84310 Thailand","+66 2 656 7116",http://www.beachrepublic.com,stay@beachrepublic.com,$$,4.0,"$97 - $342",,,"Bar / Lounge,Beach,Fitness Center with Gym / Workout Room,Free Breakfast,Free High Speed Internet ( Wi-Fi ),Free Parking,Kitchenette,Restaurant,Room Service,Shuttle Bus service,Spa,Suites,Swimming Pool,Wheelchair access"
"Bandara Resort & Spa",,"178/2 Moo 1 Tambol Bophut, Bophut, Ko Samui 84320 Thailand",N/A,N/A,N/A,$$,4.0,"$92 - $306",,,"Bar / Lounge,Beach,Business Center with Internet Access,Fitness Center with Gym / Workout Room,Free Breakfast,Free High Speed Internet ( Wi-Fi ),Free Parking,Children Activities ( Kid / Family Friendly ),Restaurant,Room Service,Shuttle Bus service,Spa,Suites,Swimming Pool"
"Kanda Residences",,"80/32 Moo 5, Bophut, Ko Samui 84320 Thailand",N/A,N/A,N/A,$$$$,5.0,"$277 - $705",,,"Bar / Lounge,Beach,Beverage Selection,Business Center with Internet Access,Fitness Center with Gym / Workout Room,Free Breakfast,Free High Speed Internet ( Wi-Fi ),Free Parking,Children Activities ( Kid / Family Friendly ),Kitchenette,Restaurant,Room Service,Shuttle Bus service,Spa,Suites,Swimming Pool,Airport Transportation"
"Six Senses Samui","+66 77 245 678","9/10 Moo 5, Baan Plai Laem, Bophut, Ko Samui 84320 Thailand","+66 77 245 678",http://www.sixsenses.com/resorts/samui/destination?utm_source=TripAdvisor+SSSAM&utm_medium=Banner&utm_campaign=TripAdvisor+SSSAM,reservations-samui@sixsenses.com,$$$$,5.0,"$312 - $888",,,"Bar / Lounge,Beach,Fitness Center with Gym / Workout Room,Free Breakfast,Free High Speed Internet ( Wi-Fi ),Free Parking,Restaurant,Room Service,Spa,Suites,Swimming Pool"
"Centara Villas Samui",,"111 Moo 2, Natien Beach, Maret, Ko Samui 84310 Thailand",N/A,http://www.centarahotelsresorts.com/centara/csv/?utm_source=CSV&utm_medium=TABLWB&utm_term=Centara%20Hotels%20and%20Resorts&utm_campaign=Business_Listing&FBTrack=TABLWB,csv@chr.co.th,$$,4.0,"$60 - $230",,,"Bar / Lounge,Beach,Business Center with Internet Access,Fitness Center with Gym / Workout Room,Free Parking,Children Activities ( Kid / Family Friendly ),Restaurant,Room Service,Shuttle Bus service,Spa,Suites,Swimming Pool,Airport Transportation"
"Bonny Hotel","+66 89 866 1299","124/119 Moo. 3, Maret, Ko Samui 84310 Thailand","+66 77 232 079",N/A,bonny_hotel1@hotmail.com,$,2.5,"$25 - $47",,,"Bar / Lounge,Free High Speed Internet ( Wi-Fi ),Free Parking,Restaurant,Room Service,Shuttle Bus service,Airport Transportation"
"Akyra Chura Samui",,"Chaweng Beach, Chaweng, Bophut, Ko Samui Thailand",N/A,N/A,N/A,$$,4.0,"$121 - $326",,,"Bar / Lounge,Beverage Selection,Fitness Center with Gym / Workout Room,Free High Speed Internet ( Wi-Fi ),Free Parking,Restaurant,Room Service,Suites,Swimming Pool"
"Saboey Resort and Villas",,"51/4 Moo 4 Bangrak Beach, Bophut, Ko Samui 84320 Thailand",N/A,N/A,N/A,$$,3.5,"$65 - $180",,,"Bar / Lounge,Free High Speed Internet ( Wi-Fi ),Restaurant,Room Service,Swimming Pool"
"Secret Garden Beach Resort",,"22 / 1 Moo 4, Ban Bangrak, Big Buddha Beach, Bophut, Ko Samui 84320 Thailand",N/A,N/A,N/A,$,0.0,"$19 - $50",,,"Bar / Lounge,Beach,Free High Speed Internet ( Wi-Fi ),Free Parking,Restaurant"
"OZO Chaweng Samui",,"Chaweng Beach Road Koh Samui, Chaweng, Bophut, Ko Samui 84320 Thailand",N/A,http://www.ozohotels.com/chaweng-samui/?utm_source=tripadvisor&utm_medium=bl&utm_content=website&utm_campaign=ORS,reservations.chaweng@ozohotels.com,$$,3.5,"$92 - $199",,,"Bar / Lounge,Beach,Business Center with Internet Access,Fitness Center with Gym / Workout Room,Free High Speed Internet ( Wi-Fi ),Free Parking,Restaurant,Room Service,Suites,Swimming Pool,Wheelchair access"
"Samui Paradise Chaweng Beach Resort",,"49 Moo 3, Chaweng, Bophut, Ko Samui 84320 Thailand",N/A,N/A,N/A,$$,4.0,"$94 - $275",,,"Business Center with Internet Access,Free High Speed Internet ( Wi-Fi ),Free Parking,Restaurant,Room Service,Spa,Suites,Swimming Pool"
"Infinity Residences & Resort Koh Samui",,"Moo 6, Bang Po Soi 4, Mae Nam, Ko Samui 84330 Thailand",N/A,http://www.infinityresidencesresorts.com/index.html,reservations@infinityresidencesresorts.com,$$$$,5.0,"$139 - $619",,,"Bar / Lounge,Beverage Selection,Free Breakfast,Free High Speed Internet ( Wi-Fi ),Free Parking,Kitchenette,Restaurant,Room Service,Shuttle Bus service,Spa,Suites,Swimming Pool,Wheelchair access,Airport Transportation"
"The Kala Samui",,"210/8 Moo 4, T.Maret, Koh Samui, Ko Samui 84310 Thailand",N/A,N/A,N/A,$$,4.5,"$82 - $216",,,"Bar / Lounge,Beach,Business Center with Internet Access,Free High Speed Internet ( Wi-Fi ),Free Parking,Restaurant,Room Service,Shuttle Bus service,Spa,Suites,Swimming Pool"
"Silavadee Pool Spa Resort",,"208 / 66 Moo 4 Maret, Lamai Beach, Maret, Ko Samui 84310 Thailand",N/A,N/A,N/A,$$$,5.0,"$161 - $530",,,"Bar / Lounge,Beach,Business Center with Internet Access,Fitness Center with Gym / Workout Room,Free High Speed Internet ( Wi-Fi ),Free Parking,Restaurant,Room Service,Spa,Suites,Swimming Pool"
"Baan Sukreep Resort","+66 80 525 3172","91/11 Moo 3 Chaweng Noi, Chaweng, Bophut, Ko Samui 84320 Thailand","+66 80 525 3172",http://samui-baan-sukreep.com,baansukreepresort@hotmail.com,$,3.0,"$42 - $92",,,"Bar / Lounge,Beach,Free Breakfast,Free High Speed Internet ( Wi-Fi ),Free Parking,Kitchenette,Pets Allowed ( Dog / Pet Friendly ),Restaurant,Swimming Pool"
"Easy Time Resort",,"132/1 Moo. 4, Bophut, Ko Samui 84140 Thailand",N/A,N/A,N/A,$,3.5,"$36 - $71",,,"Free High Speed Internet ( Wi-Fi ),Free Parking,Pets Allowed ( Dog / Pet Friendly ),Restaurant,Room Service,Shuttle Bus service,Swimming Pool"
"The Passage Samui Villas & Resort",,"57 / 6-7 M.5 Angthong, Ko Samui 84140 Thailand",N/A,N/A,N/A,$$,4.0,"$70 - $298",,,"Bar / Lounge,Beach,Business Center with Internet Access,Free Breakfast,Free High Speed Internet ( Wi-Fi ),Free Parking,Children Activities ( Kid / Family Friendly ),Restaurant,Room Service,Shuttle Bus service,Spa,Suites,Swimming Pool,Wheelchair access"
"New Star Beach Resort",,"83 Moo 3 Chaweng Noi, Chaweng, Bophut, Ko Samui 84320 Thailand",N/A,N/A,N/A,$$$,4.5,"$131 - $328",,,"Bar / Lounge,Beach,Business Center with Internet Access,Free Breakfast,Free High Speed Internet ( Wi-Fi ),Free Parking,Restaurant,Room Service,Shuttle Bus service,Spa,Suites,Swimming Pool"
"Royal Muang Samui Villas","+66 77 428 700","89 Moo 5 Choengmon Beach, Bophut, Ko Samui Thailand","+66 77 428 700",http://www.muangsamui.com/msmvillas/,rsvn_msv@muangsamui.com,$$$,4.5,"$138 - $451",,,"Bar / Lounge,Beach,Business Center with Internet Access,Fitness Center with Gym / Workout Room,Free Breakfast,Free High Speed Internet ( Wi-Fi ),Free Parking,Children Activities ( Kid / Family Friendly ),Restaurant,Room Service,Shuttle Bus service,Spa,Suites,Swimming Pool,Airport Transportation"
"Peace Resort",,"178 Moo 1, Bophut Beach, Bophut, Ko Samui 84320 Thailand",N/A,N/A,N/A,$$,4.0,"$74 - $153",,,"Bar / Lounge,Beach,Beverage Selection,Business Center with Internet Access,Fitness Center with Gym / Workout Room,Free Breakfast,Free High Speed Internet ( Wi-Fi ),Free Parking,Children Activities ( Kid / Family Friendly ),Restaurant,Room Service,Shuttle Bus service,Spa,Suites,Swimming Pool,Airport Transportation"
"Pavilion Samui Boutique Resort","+66 77 424 030","124/24 Moo 3, Lamai Beach, Maret, Ko Samui 84310 Thailand","+66 77 424 030",http://www.pavilionsamui.com,info@pavilionsamui.com,$$$,4.5,"$145 - $389",,,"Bar / Lounge,Beach,Business Center with Internet Access,Fitness Center with Gym / Workout Room,Free Breakfast,Free High Speed Internet ( Wi-Fi ),Free Parking,Restaurant,Room Service,Spa,Suites,Swimming Pool,Wheelchair access"
"Ninja Place",,"160 / 11 Moo 4, Lamai Beach, Maret, Ko Samui Thailand",N/A,N/A,N/A,$,0.0,"$21 - $37",,,"Free Parking,Children Activities ( Kid / Family Friendly ),Restaurant,Swimming Pool,Airport Transportation"
"Chaweng Regent Beach Resort","+66 2 944 5414","155 / 4 Chaweng Beach Rd, Chaweng, Bophut, Ko Samui 84320 Thailand","+66 2 944 5414",http://www.chawengregent.com/,bkkrsvn@chawengregent.com,$$$,4.0,"$131 - $446",,,"Bar / Lounge,Beach,Business Center with Internet Access,Fitness Center with Gym / Workout Room,Free Breakfast,Free Parking,Children Activities ( Kid / Family Friendly ),Restaurant,Room Service,Shuttle Bus service,Spa,Suites,Swimming Pool"
"Centara Grand Beach Resort Samui",,"38/2 Moo 3, Borpud Chaweng Beach, Chaweng, Bophut, Ko Samui 84320 Thailand",N/A,http://www.centarahotelsresorts.com/centaragrand/csbr/?utm_source=CSBR&utm_medium=TABLWB&utm_term=Centara%20Hotels%20and%20Resorts&utm_campaign=Business_Listing&FBTrack=TABLWB,csbr@chr.co.th,$$$,4.5,"$140 - $408",,,"Bar / Lounge,Beach,Business Center with Internet Access,Fitness Center with Gym / Workout Room,Free High Speed Internet ( Wi-Fi ),Free Parking,Children Activities ( Kid / Family Friendly ),Kitchenette,Restaurant,Room Service,Shuttle Bus service,Spa,Suites,Swimming Pool,Wheelchair access"
"Jungle Club",,"Chaweng Noi Beach Soi Panyadee school, Chaweng, Bophut, Ko Samui 84320 Thailand",N/A,N/A,N/A,$$$$,0.0,"$23 - $375",,,"Beach,Free Parking,Restaurant,Spa,Swimming Pool,Airport Transportation"
"The Briza Beach Resort",,"173 /22 Moo 2 Bophut, Chaweng, Bophut, Ko Samui 84320 Thailand",N/A,N/A,N/A,$$$,4.5,"$113 - $540",,,"Bar / Lounge,Beach,Business Center with Internet Access,Fitness Center with Gym / Workout Room,Free Parking,Restaurant,Room Service,Shuttle Bus service,Spa,Swimming Pool,Wheelchair access"
"Marco Polo Resort & Restaurant",,"6/2 Moo 3 Chaweng Noi, Chaweng, Bophut, Ko Samui 84320 Thailand",N/A,N/A,N/A,$,3.0,"$56 - $96",,,"Bar / Lounge,Beverage Selection,Free Breakfast,Free High Speed Internet ( Wi-Fi ),Free Parking,Restaurant,Room Service,Swimming Pool,Airport Transportation"
"Crystal Bay Beach Resort",,"205 Moo 4 Thongtakian Beach, Maret, Ko Samui Thailand",N/A,N/A,N/A,$,3.0,"$37 - $155",,,"Bar / Lounge,Beach,Beverage Selection,Free Breakfast,Free High Speed Internet ( Wi-Fi ),Free Parking,Children Activities ( Kid / Family Friendly ),Restaurant,Swimming Pool,Airport Transportation"
"Samui Beach Resort",,"124/11 Moo 3 T Maret Lamai, , 84140 Lamai Beach, Lamai Beach, Maret, Ko Samui 84310 Thailand",N/A,N/A,N/A,$,2.0,"$14 - $53",,,"Bar / Lounge,Beach,Free High Speed Internet ( Wi-Fi ),Free Parking,Restaurant,Swimming Pool"
"Le Murraya",,"89 / 9 Moo 3, Chaweng, Bophut, Ko Samui 84320 Thailand",N/A,N/A,N/A,$,3.5,"$45 - $119",,,"Bar / Lounge,Business Center with Internet Access,Fitness Center with Gym / Workout Room,Free High Speed Internet ( Wi-Fi ),Restaurant,Room Service,Swimming Pool"
"Smile House Resort",,"Bophut Beach 95 Moo 1, Bophut, Ko Samui Thailand",N/A,N/A,N/A,$,2.0,"$45 - $127",,,"Bar / Lounge,Beach,Free Parking,Restaurant,Room Service,Shuttle Bus service,Swimming Pool"
"Weekender VIlla Beach Resort",,"146/1 Moo 4, Lamai Beach, Maret, Ko Samui 84310 Thailand",N/A,N/A,N/A,$,2.5,"$16 - $36",,,"Bar / Lounge,Beach,Free High Speed Internet ( Wi-Fi ),Free Parking,Restaurant,Swimming Pool"
"Thai House Beach Resort",,"131 Moo3, T.Maret, Lamai Beach, Lamai Beach 84310 Lamai Beach, Lamai Beach, Maret, Ko Samui 84310 Thailand",N/A,N/A,N/A,$$,3.0,"$80 - $151",,,"Beach,Business Center with Internet Access,Fitness Center with Gym / Workout Room,Free High Speed Internet ( Wi-Fi ),Free Parking,Children Activities ( Kid / Family Friendly ),Restaurant,Room Service,Shuttle Bus service,Spa,Suites,Swimming Pool"
"Imperial Samui Beach Resort",,"86 Moo 3 Chaweng Noi Beach Bophut, Chaweng, Bophut, Ko Samui 84320 Thailand",N/A,N/A,N/A,$$,4.5,"$124 - $372",,,"Bar / Lounge,Beach,Business Center with Internet Access,Free High Speed Internet ( Wi-Fi ),Free Parking,Restaurant,Room Service,Shuttle Bus service,Spa,Suites,Swimming Pool"
"Mercure Samui Chaweng Tana Hotel",,"37 / 97 Moo 3 Bophut, Chaweng, Bophut, Ko Samui 84320 Thailand",N/A,N/A,N/A,$,4.0,"$50 - $109",,,"Bar / Lounge,Business Center with Internet Access,Free Breakfast,Free High Speed Internet ( Wi-Fi ),Free Parking,Restaurant,Room Service,Suites,Swimming Pool,Wheelchair access"
"Baan Haad Ngam Boutique Resort & Spa",,"154 Moo 2, Chaweng, Bophut, Ko Samui 84320 Thailand",N/A,N/A,N/A,$$,4.0,"$95 - $251",,,"Bar / Lounge,Beach,Business Center with Internet Access,Free High Speed Internet ( Wi-Fi ),Free Parking,Restaurant,Room Service,Shuttle Bus service,Spa,Suites,Swimming Pool"
"Punnpreeda Beach Resort",,"32 Moo 4, Bang Rak Beach, Bophut, Ko Samui 84320 Thailand",N/A,N/A,N/A,$,3.5,"$30 - $113",,,"Bar / Lounge,Beach,Beverage Selection,Business Center with Internet Access,Free High Speed Internet ( Wi-Fi ),Restaurant,Room Service,Suites,Swimming Pool,Airport Transportation"
"Baan Samui Resort",,"14/7 Moo 2, Chaweng, Bophut, Ko Samui 84320 Thailand",N/A,N/A,N/A,$$,3.5,"$61 - $235",,,"Bar / Lounge,Beach,Business Center with Internet Access,Free Parking,Children Activities ( Kid / Family Friendly ),Restaurant,Room Service,Suites,Swimming Pool,Wheelchair access,Airport Transportation"
"Samui Buri Beach Resort",,"26 / 24 Moo 4, Mae Nam, Ko Samui 84330 Thailand",N/A,N/A,N/A,$$,4.0,"$71 - $234",,,"Bar / Lounge,Beach,Business Center with Internet Access,Fitness Center with Gym / Workout Room,Free Parking,Children Activities ( Kid / Family Friendly ),Restaurant,Room Service,Shuttle Bus service,Spa,Suites,Swimming Pool,Wheelchair access"
"Nora Beach Resort and Spa",,"222 Moo 2, Chaweng Beach, Bophut Koh Samui, Suratthani 84320, Chaweng, Bophut, Ko Samui 84320 Thailand",N/A,N/A,N/A,$$,4.0,"$107 - $276",,,"Bar / Lounge,Beach,Business Center with Internet Access,Fitness Center with Gym / Workout Room,Free Breakfast,Free High Speed Internet ( Wi-Fi ),Free Parking,Restaurant,Room Service,Shuttle Bus service,Spa,Suites,Swimming Pool"
"Le Divine Comedie",,"14/8 Moo 1 Ban Tai, Ko Phangan 84280 Thailand",N/A,N/A,N/A,$$,0.0,"$62 - $192",,,"Bar / Lounge,Beach,Fitness Center with Gym / Workout Room,Free High Speed Internet ( Wi-Fi ),Free Parking,Restaurant,Room Service,Suites,Swimming Pool"
"Anantara Rasananda Koh Phangan Villa Resort & Spa",,"5/5 Moo 5, Tong Nai Pan Noi Beach, Ko Phangan 84280 Thailand",N/A,http://phangan-rasananda.anantara.com/?utm_source=ADVERTISINGS&utm_medium=SponsoredListing&utm_term=Rasananda&utm_content=Home&utm_campaign=Tripadvisor1Y,rasananda@anantara.com,$$$$,5.0,"$193 - $615",,,"Bar / Lounge,Beach,Business Center with Internet Access,Fitness Center with Gym / Workout Room,Free High Speed Internet ( Wi-Fi ),Restaurant,Room Service,Spa,Suites,Swimming Pool,Wheelchair access"
"Sabai Beach Resort",,"56/1 Moo 4 Ko, Ko Phangan 84280 Thailand",N/A,N/A,N/A,$,3.0,"$41 - $209",,,"Beach,Restaurant,Room Service"
"The COAST Resort - Koh Phangan","+66 77 951 567","117/21 Moo 6, Ban Tai Haad Rin Nai (Sunset Beach), Ko Phangan 84280 Thailand","+66 77 951 567",http://thecoastphangan.com/,info@thecoastphangan.com,$$,3.5,"$64 - $203",,,"Bar / Lounge,Beach,Fitness Center with Gym / Workout Room,Free Breakfast,Free High Speed Internet ( Wi-Fi ),Free Parking,Restaurant,Shuttle Bus service,Suites,Swimming Pool"
"Santhiya Koh Phangan Resort & Spa",,"22/7 Moo 5  Bantai Koh Phangan Thong Nai Pan Beach, Ko Phangan 84280 Thailand",N/A,N/A,N/A,$$,5.0,"$58 - $718",,,"Bar / Lounge,Beach,Business Center with Internet Access,Fitness Center with Gym / Workout Room,Free Breakfast,Free High Speed Internet ( Wi-Fi ),Free Parking,Restaurant,Room Service,Shuttle Bus service,Spa,Suites,Swimming Pool"
"Buri Rasa Koh Phangan","+66 77 445 211","55 Moo 5, Ko Phangan Thailand","+66 77 445 211",http://www.burirasa.com/phangan/default-en.html,info@burirasa.com,$$,4.0,"$89 - $386",,,"Business Center with Internet Access,Fitness Center with Gym / Workout Room,Free High Speed Internet ( Wi-Fi ),Swimming Pool"
"Panviman Resort - Koh Pha Ngan","+66 77 445 101","22/1 Moo 5 Thong Nai Pan Noi Bay Bantai, Ko Phangan 84280 Thailand","+66 77 445 101",http://www.panviman.com,gm_kohphangan@panviman.com,$$$,4.0,"$109 - $888",,,"Bar / Lounge,Beach,Free High Speed Internet ( Wi-Fi ),Free Parking,Children Activities ( Kid / Family Friendly ),Restaurant,Room Service,Spa,Swimming Pool"
"Tantawan Bungalow",,"51/8 Moo 8 Haad Yao, Ko Phangan Thailand",N/A,N/A,N/A,$,0.0,"$18 - $74",,,"Bar / Lounge,Free High Speed Internet ( Wi-Fi ),Free Parking,Children Activities ( Kid / Family Friendly ),Restaurant,Suites,Swimming Pool"
"Kupu Kupu Phangan Beach Villas and Spa",,"69/4, Moo 4, Naiwok, Ko Phangan 84280 Thailand",N/A,N/A,N/A,$$$$,4.0,"$105 - $736",,,"Bar / Lounge,Beach,Free Breakfast,Free High Speed Internet ( Wi-Fi ),Free Parking,Restaurant,Room Service,Spa,Suites,Swimming Pool"
"Palita Lodge",,"119 Moo 6 Hadd Rin Beach, Bantai, Ko Phangan 84280 Thailand",N/A,N/A,N/A,$,3.5,"$53 - $156",,,"Free High Speed Internet ( Wi-Fi ),Free Parking,Restaurant,Room Service,Suites,Swimming Pool"
"Baan Manali Resort","+66 77 377 917","210/20 Moo 1, Ao Nai Wok, Ko Phangan Thailand","+66 77 377 917",http://www.baanmanali-resort.com,baan.manali@gmail.com,$,3.0,"$34 - $186",,,"Bar / Lounge,Beach,Free Breakfast,Free High Speed Internet ( Wi-Fi ),Free Parking,Restaurant,Swimming Pool"
"V-View Beach Resort",,"100/60 Moo.1 , Bantai Road, Ko Phangan 84240 Thailand",N/A,N/A,N/A,$,0.0,"$38 - $67",,,"Bar / Lounge,Free Parking,Restaurant,Shuttle Bus service"
